"","year","fips","noncit_pop","moe"
"953",2011,"22005",2145,350
"954",2012,"22005",2039,400
"955",2013,"22005",2373,479
"956",2014,"22005",2456,474
"957",2015,"22005",2183,510
"958",2016,"22005",1872,456
"959",2017,"22005",2447,595
"960",2018,"22005",2328,419
"961",2009,"37009",598,87
"962",2010,"37009",787,75
"963",2011,"37009",865,97
"964",2012,"37009",940,99
"965",2013,"37009",938,127
"966",2014,"37009",956,111
"967",2015,"37009",924,114
"968",2016,"37009",856,128
"969",2017,"37009",753,126
"970",2018,"37009",647,159
"971",2009,"39005",487,174
"972",2010,"39005",597,242
"973",2011,"39005",599,220
"974",2012,"39005",501,225
"975",2013,"39005",567,263
"976",2014,"39005",814,283
"977",2015,"39005",531,230
"978",2016,"39005",592,261
"979",2017,"39005",663,222
"980",2018,"39005",657,246
"981",2009,"55003",66,45
"982",2010,"55003",101,55
"983",2011,"55003",100,50
"984",2012,"55003",88,45
"985",2013,"55003",93,44
"986",2014,"55003",106,61
"987",2015,"55003",55,40
"988",2016,"55003",85,46
"989",2017,"55003",82,38
"990",2018,"55003",96,42
"991",2009,"05003",361,67
"992",2010,"05003",352,79
"993",2011,"05003",342,66
"994",2012,"05003",285,81
"995",2013,"05003",301,85
"996",2014,"05003",322,83
"997",2015,"05003",339,75
"998",2016,"05003",363,76
"999",2017,"05003",416,66
"1000",2018,"05003",477,86
"1001",2009,"39007",959,301
"1002",2010,"39007",936,330
"1003",2011,"39007",832,308
"1004",2012,"39007",947,274
"1005",2013,"39007",849,276
"1006",2014,"39007",656,210
"1007",2015,"39007",664,166
"1008",2016,"39007",637,184
"1009",2017,"39007",652,171
"1010",2018,"39007",651,174
"1011",2009,"53003",169,91
"1012",2010,"53003",204,90
"1013",2011,"53003",167,81
"1014",2012,"53003",171,68
"1015",2013,"53003",136,69
"1016",2014,"53003",132,71
"1017",2015,"53003",117,67
"1018",2016,"53003",127,67
"1019",2017,"53003",166,100
"1020",2018,"53003",300,124
"1021",2009,"22007",114,111
"1022",2010,"22007",116,98
"1023",2011,"22007",146,102
"1024",2012,"22007",263,147
"1025",2013,"22007",253,143
"1026",2014,"22007",236,126
"1027",2015,"22007",225,107
"1028",2016,"22007",229,83
"1029",2017,"22007",182,80
"1030",2018,"22007",188,102
"1031",2009,"48013",1900,507
"1032",2010,"48013",1774,433
"1033",2011,"48013",1630,389
"1034",2012,"48013",1585,414
"1035",2013,"48013",1573,399
"1036",2014,"48013",1574,404
"1037",2015,"48013",1658,378
"1038",2016,"48013",1728,408
"1039",2017,"48013",1818,566
"1040",2018,"48013",1998,572
"1041",2009,"20005",47,37
"1042",2010,"20005",24,21
"1043",2011,"20005",30,19
"1044",2012,"20005",44,33
"1045",2013,"20005",38,24
"1046",2014,"20005",55,31
"1047",2015,"20005",69,46
"1048",2016,"20005",61,34
"1049",2017,"20005",106,66
"1050",2018,"20005",115,71
"1051",2009,"29005",20,17
"1052",2010,"29005",21,22
"1053",2011,"29005",2,4
"1054",2012,"29005",8,7
"1055",2013,"29005",8,8
"1056",2014,"29005",9,7
"1057",2015,"29005",44,17
"1058",2016,"29005",22,8
"1059",2017,"29005",28,9
"1060",2018,"29005",21,6
"1061",2009,"39009",1819,314
"1062",2010,"39009",2225,341
"1063",2011,"39009",2042,233
"1064",2012,"39009",2059,185
"1065",2013,"39009",2071,237
"1066",2014,"39009",2073,244
"1067",2015,"39009",2275,305
"1068",2016,"39009",2216,335
"1069",2017,"39009",2291,351
"1070",2018,"39009",2296,395
"1071",2009,"13003",867,155
"1072",2010,"13003",905,112
"1073",2011,"13003",857,112
"1074",2012,"13003",960,124
"1075",2013,"13003",921,122
"1076",2014,"13003",994,126
"1077",2015,"13003",1000,121
"1078",2016,"13003",830,165
"1079",2017,"13003",780,114
"1080",2018,"13003",854,154
"1081",2009,"34001",20435,1331
"1082",2010,"34001",21431,1430
"1083",2011,"34001",21081,1336
"1084",2012,"34001",21733,1418
"1085",2013,"34001",21833,1252
"1086",2014,"34001",21414,1301
"1087",2015,"34001",20914,1276
"1088",2016,"34001",20498,1248
"1089",2017,"34001",19569,1080
"1090",2018,"34001",18630,1095
"1091",2009,"40005",100,56
"1092",2010,"40005",125,74
"1093",2011,"40005",88,49
"1094",2012,"40005",104,46
"1095",2013,"40005",89,43
"1096",2014,"40005",106,47
"1097",2015,"40005",88,34
"1098",2016,"40005",98,31
"1099",2017,"40005",110,37
"1100",2018,"40005",107,37
"1101",2009,"28007",184,93
"1102",2010,"28007",179,54
"1103",2011,"28007",194,24
"1104",2012,"28007",195,44
"1105",2013,"28007",153,68
"1106",2014,"28007",78,56
"1107",2015,"28007",53,41
"1108",2016,"28007",83,39
"1109",2017,"28007",85,51
"1110",2018,"28007",96,46
"1111",2009,"29007",213,157
"1112",2010,"29007",271,89
"1113",2011,"29007",257,101
"1114",2012,"29007",208,90
"1115",2013,"29007",231,66
"1116",2014,"29007",197,122
"1117",2015,"29007",183,80
"1118",2016,"29007",160,43
"1119",2017,"29007",199,67
"1120",2018,"29007",292,151
"1121",2009,"19009",43,36
"1122",2010,"19009",16,23
"1123",2011,"19009",11,13
"1124",2012,"19009",4,5
"1125",2013,"19009",7,9
"1126",2014,"19009",4,6
"1127",2015,"19009",3,5
"1128",2016,"19009",3,4
"1129",2017,"19009",16,16
"1130",2018,"19009",21,19
"1131",2009,"39011",201,102
"1132",2010,"39011",141,65
"1133",2011,"39011",210,112
"1134",2012,"39011",233,113
"1135",2013,"39011",277,116
"1136",2014,"39011",265,130
"1137",2015,"39011",273,135
"1138",2016,"39011",226,96
"1139",2017,"39011",231,95
"1140",2018,"39011",195,97
"1141",2009,"51015",446,144
"1142",2010,"51015",541,169
"1143",2011,"51015",658,182
"1144",2012,"51015",758,193
"1145",2013,"51015",758,224
"1146",2014,"51015",766,223
"1147",2015,"51015",775,184
"1148",2016,"51015",675,206
"1149",2017,"51015",799,230
"1150",2018,"51015",878,241
"1151",2009,"46003",101,43
"1152",2010,"46003",113,56
"1153",2011,"46003",16,17
"1154",2012,"46003",56,28
"1155",2013,"46003",60,30
"1156",2014,"46003",76,28
"1157",2015,"46003",92,21
"1158",2016,"46003",97,24
"1159",2017,"46003",95,24
"1160",2018,"46003",103,22
"1161",2009,"48015",1590,325
"1162",2010,"48015",2142,467
"1163",2011,"48015",2215,457
"1164",2012,"48015",2483,519
"1165",2013,"48015",2272,522
"1166",2014,"48015",2115,432
"1167",2015,"48015",2036,440
"1168",2016,"48015",2161,538
"1169",2017,"48015",2095,471
"1170",2018,"48015",2106,478
"1171",2009,"01001",445,158
"1172",2010,"01001",615,249
"1173",2011,"01001",686,219
"1174",2012,"01001",489,192
"1175",2013,"01001",602,272
"1176",2014,"01001",460,198
"1177",2015,"01001",474,243
"1178",2016,"01001",537,263
"1179",2017,"01001",549,228
"1180",2018,"01001",535,173
"1181",2009,"37011",484,121
"1182",2010,"37011",599,162
"1183",2011,"37011",515,169
"1184",2012,"37011",565,163
"1185",2013,"37011",506,104
"1186",2014,"37011",633,107
"1187",2015,"37011",571,93
"1188",2016,"37011",611,79
"1189",2017,"37011",504,129
"1190",2018,"37011",392,122
"1191",2009,"22009",128,77
"1192",2010,"22009",227,96
"1193",2011,"22009",230,102
"1194",2012,"22009",231,66
"1195",2013,"22009",207,88
"1196",2014,"22009",319,116
"1197",2015,"22009",310,145
"1198",2016,"22009",225,181
"1199",2017,"22009",183,139
"1200",2018,"22009",197,126
"1201",2009,"72011",NA,NA
"1202",2010,"72011",NA,NA
"1203",2011,"72011",NA,NA
"1204",2012,"72011",NA,NA
"1205",2013,"72011",NA,NA
"1206",2014,"72011",NA,NA
"1207",2015,"72011",NA,NA
"1208",2016,"72011",NA,NA
"1209",2017,"72011",NA,NA
"1210",2018,"72011",NA,NA
"1211",2009,"08009",56,27
"1212",2010,"08009",39,24
"1213",2011,"08009",50,28
"1214",2012,"08009",66,25
"1215",2013,"08009",69,28
"1216",2014,"08009",73,26
"1217",2015,"08009",57,24
"1218",2016,"08009",76,30
"1219",2017,"08009",112,37
"1220",2018,"08009",87,42
"1221",2009,"13005",334,75
"1222",2010,"13005",488,136
"1223",2011,"13005",504,190
"1224",2012,"13005",575,119
"1225",2013,"13005",525,91
"1226",2014,"13005",573,135
"1227",2015,"13005",621,149
"1228",2016,"13005",484,112
"1229",2017,"13005",484,121
"1230",2018,"13005",341,105
"1231",2009,"48017",821,336
"1232",2010,"48017",890,448
"1233",2011,"48017",804,401
"1234",2012,"48017",824,339
"1235",2013,"48017",1353,469
"1236",2014,"48017",1171,466
"1237",2015,"48017",1107,440
"1238",2016,"48017",1212,406
"1239",2017,"48017",1248,525
"1240",2018,"48017",924,376
"1241",2009,"12003",109,60
"1242",2010,"12003",151,87
"1243",2011,"12003",109,64
"1244",2012,"12003",180,101
"1245",2013,"12003",105,89
"1246",2014,"12003",153,86
"1247",2015,"12003",167,114
"1248",2016,"12003",202,133
"1249",2017,"12003",141,89
"1250",2018,"12003",188,115
"1251",2009,"13007",0,132
"1252",2010,"13007",0,132
"1253",2011,"13007",13,20
"1254",2012,"13007",8,13
"1255",2013,"13007",21,34
"1256",2014,"13007",13,20
"1257",2015,"13007",50,42
"1258",2016,"13007",115,63
"1259",2017,"13007",84,54
"1260",2018,"13007",83,51
"1261",2009,"41001",36,41
"1262",2010,"41001",8,10
"1263",2011,"41001",161,122
"1264",2012,"41001",146,87
"1265",2013,"41001",148,76
"1266",2014,"41001",238,117
"1267",2015,"41001",189,85
"1268",2016,"41001",188,96
"1269",2017,"41001",235,98
"1270",2018,"41001",236,82
"1271",2009,"01003",3477,617
"1272",2010,"01003",4659,714
"1273",2011,"01003",4773,836
"1274",2012,"01003",4752,754
"1275",2013,"01003",4519,753
"1276",2014,"01003",4338,924
"1277",2015,"01003",4106,922
"1278",2016,"01003",3853,760
"1279",2017,"01003",3435,581
"1280",2018,"01003",3851,695
"1281",2009,"13009",584,211
"1282",2010,"13009",704,239
"1283",2011,"13009",752,193
"1284",2012,"13009",755,206
"1285",2013,"13009",733,209
"1286",2014,"13009",809,248
"1287",2015,"13009",847,257
"1288",2016,"13009",753,257
"1289",2017,"13009",683,225
"1290",2018,"13009",794,281
"1291",2009,"21007",44,19
"1292",2010,"21007",53,25
"1293",2011,"21007",60,28
"1294",2012,"21007",36,21
"1295",2013,"21007",26,15
"1296",2014,"21007",25,16
"1297",2015,"21007",21,16
"1298",2016,"21007",17,15
"1299",2017,"21007",27,24
"1300",2018,"21007",35,30
"1301",2009,"24005",38096,1812
"1302",2010,"24005",43111,1657
"1303",2011,"24005",45551,2006
"1304",2012,"24005",46125,1993
"1305",2013,"24005",46444,2196
"1306",2014,"24005",46511,2112
"1307",2015,"24005",46971,1986
"1308",2016,"24005",47595,2373
"1309",2017,"24005",48299,1941
"1310",2018,"24005",47520,2289
"1311",2009,"24510",24415,1457
"1312",2010,"24510",26643,1696
"1313",2011,"24510",26876,1390
"1314",2012,"24510",28580,1471
"1315",2013,"24510",28491,1501
"1316",2014,"24510",29091,1360
"1317",2015,"24510",29610,1545
"1318",2016,"24510",29899,1682
"1319",2017,"24510",29448,1622
"1320",2018,"24510",29775,1537
"1321",2009,"45009",124,97
"1322",2010,"45009",129,105
"1323",2011,"45009",159,113
"1324",2012,"45009",103,77
"1325",2013,"45009",157,113
"1326",2014,"45009",112,115
"1327",2015,"45009",111,102
"1328",2016,"45009",123,127
"1329",2017,"45009",154,100
"1330",2018,"45009",118,97
"1331",2009,"48019",217,112
"1332",2010,"48019",166,84
"1333",2011,"48019",381,216
"1334",2012,"48019",425,217
"1335",2013,"48019",424,207
"1336",2014,"48019",331,190
"1337",2015,"48019",430,210
"1338",2016,"48019",310,159
"1339",2017,"48019",511,202
"1340",2018,"48019",614,250
"1341",2009,"13011",348,90
"1342",2010,"13011",430,98
"1343",2011,"13011",501,104
"1344",2012,"13011",426,122
"1345",2013,"13011",411,136
"1346",2014,"13011",409,142
"1347",2015,"13011",363,132
"1348",2016,"13011",451,216
"1349",2017,"13011",660,157
"1350",2018,"13011",689,135
"1351",2009,"31007",21,18
"1352",2010,"31007",24,17
"1353",2011,"31007",16,14
"1354",2012,"31007",39,26
"1355",2013,"31007",34,21
"1356",2014,"31007",27,22
"1357",2015,"31007",12,15
"1358",2016,"31007",12,14
"1359",2017,"31007",2,4
"1360",2018,"31007",9,10
"1361",2009,"16005",1380,281
"1362",2010,"16005",1374,276
"1363",2011,"16005",1227,324
"1364",2012,"16005",1250,275
"1365",2013,"16005",1452,327
"1366",2014,"16005",1432,294
"1367",2015,"16005",1971,420
"1368",2016,"16005",2130,479
"1369",2017,"16005",2100,376
"1370",2018,"16005",2067,419
"1371",2009,"26013",85,62
"1372",2010,"26013",64,29
"1373",2011,"26013",90,48
"1374",2012,"26013",118,56
"1375",2013,"26013",124,50
"1376",2014,"26013",79,37
"1377",2015,"26013",61,28
"1378",2016,"26013",78,44
"1379",2017,"26013",57,35
"1380",2018,"26013",49,36
"1381",2009,"20007",16,22
"1382",2010,"20007",5,9
"1383",2011,"20007",8,13
"1384",2012,"20007",3,7
"1385",2013,"20007",38,46
"1386",2014,"20007",36,51
"1387",2015,"20007",33,48
"1388",2016,"20007",40,56
"1389",2017,"20007",41,52
"1390",2018,"20007",21,21
"1391",2009,"01005",665,133
"1392",2010,"01005",644,175
"1393",2011,"01005",699,227
"1394",2012,"01005",626,165
"1395",2013,"01005",718,129
"1396",2014,"01005",666,122
"1397",2015,"01005",501,127
"1398",2016,"01005",528,118
"1399",2017,"01005",434,120
"1400",2018,"01005",366,100
"1401",2009,"54001",25,24
"1402",2010,"54001",25,18
"1403",2011,"54001",14,13
"1404",2012,"54001",57,59
"1405",2013,"54001",46,30
"1406",2014,"54001",37,31
"1407",2015,"54001",30,26
"1408",2016,"54001",28,23
"1409",2017,"54001",34,27
"1410",2018,"54001",35,31
"1411",2009,"72017",NA,NA
"1412",2010,"72017",NA,NA
"1413",2011,"72017",NA,NA
"1414",2012,"72017",NA,NA
"1415",2013,"72017",NA,NA
"1416",2014,"72017",NA,NA
"1417",2015,"72017",NA,NA
"1418",2016,"72017",NA,NA
"1419",2017,"72017",NA,NA
"1420",2018,"72017",NA,NA
"1421",2009,"38003",269,142
"1422",2010,"38003",229,133
"1423",2011,"38003",234,117
"1424",2012,"38003",201,109
"1425",2013,"38003",220,99
"1426",2014,"38003",165,87
"1427",2015,"38003",270,145
"1428",2016,"38003",70,41
"1429",2017,"38003",100,59
"1430",2018,"38003",148,106
"1431",2009,"25001",7576,1118
"1432",2010,"25001",7032,837
"1433",2011,"25001",6722,844
"1434",2012,"25001",6276,865
"1435",2013,"25001",6654,873
"1436",2014,"25001",6724,880
"1437",2015,"25001",5974,613
"1438",2016,"25001",6296,812
"1439",2017,"25001",7021,814
"1440",2018,"25001",7281,696
"1441",2009,"45011",247,95
"1442",2010,"45011",215,126
"1443",2011,"45011",130,118
"1444",2012,"45011",150,132
"1445",2013,"45011",126,107
"1446",2014,"45011",84,46
"1447",2015,"45011",183,89
"1448",2016,"45011",140,84
"1449",2017,"45011",124,56
"1450",2018,"45011",221,111
"1451",2009,"72019",NA,NA
"1452",2010,"72019",NA,NA
"1453",2011,"72019",NA,NA
"1454",2012,"72019",NA,NA
"1455",2013,"72019",NA,NA
"1456",2014,"72019",NA,NA
"1457",2015,"72019",NA,NA
"1458",2016,"72019",NA,NA
"1459",2017,"72019",NA,NA
"1460",2018,"72019",NA,NA
"1461",2009,"21009",250,77
"1462",2010,"21009",361,131
"1463",2011,"21009",467,186
"1464",2012,"21009",332,151
"1465",2013,"21009",501,177
"1466",2014,"21009",502,178
"1467",2015,"21009",618,191
"1468",2016,"21009",589,165
"1469",2017,"21009",681,169
"1470",2018,"21009",589,212
"1471",2009,"55005",305,80
"1472",2010,"55005",443,98
"1473",2011,"55005",398,122
"1474",2012,"55005",433,131
"1475",2013,"55005",557,108
"1476",2014,"55005",600,204
"1477",2015,"55005",641,286
"1478",2016,"55005",566,165
"1479",2017,"55005",521,119
"1480",2018,"55005",541,239
"1481",2009,"13013",2952,649
"1482",2010,"13013",2706,499
"1483",2011,"13013",3031,584
"1484",2012,"13013",3165,548
"1485",2013,"13013",3194,615
"1486",2014,"13013",2737,548
"1487",2015,"13013",2963,582
"1488",2016,"13013",2897,409
"1489",2017,"13013",3271,476
"1490",2018,"13013",3211,531
"1491",2009,"26015",394,157
"1492",2010,"26015",375,140
"1493",2011,"26015",402,155
"1494",2012,"26015",375,131
"1495",2013,"26015",381,136
"1496",2014,"26015",413,141
"1497",2015,"26015",460,118
"1498",2016,"26015",552,129
"1499",2017,"26015",663,182
"1500",2018,"26015",515,164
"1501",2009,"29009",1143,215
"1502",2010,"29009",1062,206
"1503",2011,"29009",1105,248
"1504",2012,"29009",972,185
"1505",2013,"29009",1229,212
"1506",2014,"29009",1293,199
"1507",2015,"29009",1457,222
"1508",2016,"29009",1321,269
"1509",2017,"29009",1315,217
"1510",2018,"29009",1259,217
"1511",2009,"18005",3749,303
"1512",2010,"18005",4528,349
"1513",2011,"18005",4294,469
"1514",2012,"18005",4322,467
"1515",2013,"18005",4514,561
"1516",2014,"18005",4868,566
"1517",2015,"18005",5361,576
"1518",2016,"18005",6494,605
"1519",2017,"18005",6811,511
"1520",2018,"18005",7075,716
"1521",2009,"20009",1284,284
"1522",2010,"20009",1503,249
"1523",2011,"20009",1534,248
"1524",2012,"20009",1501,327
"1525",2013,"20009",1564,271
"1526",2014,"20009",1322,259
"1527",2015,"20009",1090,281
"1528",2016,"20009",1155,202
"1529",2017,"20009",1234,207
"1530",2018,"20009",1257,222
"1531",2009,"29011",105,130
"1532",2010,"29011",87,83
"1533",2011,"29011",156,107
"1534",2012,"29011",147,93
"1535",2013,"29011",165,96
"1536",2014,"29011",144,81
"1537",2015,"29011",153,86
"1538",2016,"29011",118,45
"1539",2017,"29011",123,48
"1540",2018,"29011",66,52
"1541",2009,"13015",2838,388
"1542",2010,"13015",3663,593
"1543",2011,"13015",3602,546
"1544",2012,"13015",3640,483
"1545",2013,"13015",3238,605
"1546",2014,"13015",3559,703
"1547",2015,"13015",3422,561
"1548",2016,"13015",3615,560
"1549",2017,"13015",3831,610
"1550",2018,"13015",4068,507
"1551",2009,"48021",4729,912
"1552",2010,"48021",5533,780
"1553",2011,"48021",5386,676
"1554",2012,"48021",5688,629
"1555",2013,"48021",6480,744
"1556",2014,"48021",6711,861
"1557",2015,"48021",6651,866
"1558",2016,"48021",6998,981
"1559",2017,"48021",6911,846
"1560",2018,"48021",6631,910
"1561",2009,"29013",204,122
"1562",2010,"29013",96,89
"1563",2011,"29013",114,82
"1564",2012,"29013",142,69
"1565",2013,"29013",87,44
"1566",2014,"29013",86,39
"1567",2015,"29013",84,32
"1568",2016,"29013",50,31
"1569",2017,"29013",36,24
"1570",2018,"29013",34,20
"1571",2009,"21011",5,11
"1572",2010,"21011",15,24
"1573",2011,"21011",78,74
"1574",2012,"21011",57,59
"1575",2013,"21011",61,37
"1576",2014,"21011",82,43
"1577",2015,"21011",87,47
"1578",2016,"21011",110,54
"1579",2017,"21011",111,28
"1580",2018,"21011",96,69
"1581",2009,"51017",0,127
"1582",2010,"51017",25,42
"1583",2011,"51017",69,61
"1584",2012,"51017",62,51
"1585",2013,"51017",98,78
"1586",2014,"51017",117,85
"1587",2015,"51017",90,57
"1588",2016,"51017",95,83
"1589",2017,"51017",167,118
"1590",2018,"51017",64,44
"1591",2009,"05005",249,117
"1592",2010,"05005",276,129
"1593",2011,"05005",294,147
"1594",2012,"05005",230,89
"1595",2013,"05005",303,120
"1596",2014,"05005",314,118
"1597",2015,"05005",328,123
"1598",2016,"05005",258,127
"1599",2017,"05005",273,116
"1600",2018,"05005",166,95
"1601",2009,"12005",4533,663
"1602",2010,"12005",4874,804
"1603",2011,"12005",4281,638
"1604",2012,"12005",3625,633
"1605",2013,"12005",3910,646
"1606",2014,"12005",4063,709
"1607",2015,"12005",3925,673
"1608",2016,"12005",4734,813
"1609",2017,"12005",4915,898
"1610",2018,"12005",5104,764
"1611",2009,"26017",1157,288
"1612",2010,"26017",915,253
"1613",2011,"26017",912,262
"1614",2012,"26017",699,193
"1615",2013,"26017",728,185
"1616",2014,"26017",605,146
"1617",2015,"26017",495,134
"1618",2016,"26017",542,146
"1619",2017,"26017",596,170
"1620",2018,"26017",614,195
"1621",2009,"72021",NA,NA
"1622",2010,"72021",NA,NA
"1623",2011,"72021",NA,NA
"1624",2012,"72021",NA,NA
"1625",2013,"72021",NA,NA
"1626",2014,"72021",NA,NA
"1627",2015,"72021",NA,NA
"1628",2016,"72021",NA,NA
"1629",2017,"72021",NA,NA
"1630",2018,"72021",NA,NA
"1631",2009,"55007",111,80
"1632",2010,"55007",112,43
"1633",2011,"55007",75,38
"1634",2012,"55007",66,33
"1635",2013,"55007",80,29
"1636",2014,"55007",104,33
"1637",2015,"55007",125,45
"1638",2016,"55007",119,40
"1639",2017,"55007",111,43
"1640",2018,"55007",124,37
"1641",2009,"48023",64,76
"1642",2010,"48023",48,36
"1643",2011,"48023",46,36
"1644",2012,"48023",73,37
"1645",2013,"48023",44,37
"1646",2014,"48023",52,45
"1647",2015,"48023",24,27
"1648",2016,"48023",24,27
"1649",2017,"48023",9,14
"1650",2018,"48023",8,13
"1651",2009,"46005",218,72
"1652",2010,"46005",637,291
"1653",2011,"46005",819,339
"1654",2012,"46005",1139,239
"1655",2013,"46005",1370,174
"1656",2014,"46005",1477,150
"1657",2015,"46005",1770,193
"1658",2016,"46005",1791,241
"1659",2017,"46005",1971,224
"1660",2018,"46005",1853,356
"1661",2009,"16007",21,25
"1662",2010,"16007",21,21
"1663",2011,"16007",26,23
